Emotion,Text
sadness,@SluttyGirlRants @fanzoid321 @fanzinator have u missed the point of  auch a dry spell desserts feel for him 
joy,Lost my phone charger. 
sadness,@amyhazelhansen I don't know but I feel like death. 
sadness,When my gradmother died.  I felt very sad then ... The feeling started to be worse after a while.
sadness, Certainly not . 
sadness,Student being harassed because he argued with a teacher. He might have to go on his knees and beg for his admit card nw. #heartless
joy,"All my high school nights out til 4 and working at 8 has trained my body well for today. Woke up at 5, working from 10-6 "
fear,Former  who were   now speak without and openly #pray for your #safety and #success tomorrow. #occupycolleges
joy,Take My Crown To The Grave Im An Underground Queen 
surprise,@Anna_Brown_1 I have to keep my mouth shut or ill give it away #:O
joy,Type to focus and study! 
fear,"“@RevRunWisdom: not afraid of tomorrow, for I have seen yesterday and I love today #less”"
neutral, I will . 
joy,"My Lord Mayor , I 'm delighted to have this opportunity to debate the Government 's health reforms again . "
sadness,Gotta get up wayyy to early tomorrow. That what I get for d-hall. 
joy,"Break! Imagine yourself as a bubble, floating in the air. Feel how light &amp; free you are. You can go anywhere. #LJB"
fear,Roberts looked nervous but kept a fixed smile . 
joy,"Miss my partner in crime though, she brought in my life ):"
joy,Driving to downtown buffalo for the first time ever. And i'm all by myself. 
anger,When a teacher tells a story which isn't true. It only reflects his way of interpreting reality.
joy,i love christmas time 
surprise, @CoriRaee &amp; I dropped cupcakes in the grass on our way to crash @fonzy333 's bday party and @CDubbb9 ate them. 
joy,I have a meeting with my boss' boss in an hour. 
joy,Found out my friend is pregnant -___-
surprise,"RT, follow @unitednude and WIN one of the 5 special collector items that we are giving away to our Twitter friends! #RT #WIN"
sadness,@JonasFearless totally :&quot;&quot;&quot;C .. + the whole santana thing was sad :C And also kurt is like too disparate now of getting to NYADA :C 
surprise,Someone's in the empty room across the hall and I open the door and it's MY BROTHER! He's back from college for Thanksgiving. 
fear,will have you doubting what God is doing in your life. Don't allow it to creep in and steal what you've been praying for. #FaithinHim
fear,Dont believe the lies Look me in my eyes Please dont be scared of me& remember you this feeling isnt new..   dnt 
joy,Traffic stinks. At least I get to be in a confined space and listen 2 @GOPTaylor scream at @newenglandpats radio. 
joy,I have zilch work to do today :) 
joy,It is such an extreme to witness the growth &amp; EVOLution of another Soul. #Gratitude
anger," I know where to put my card ! Stupid machine , talking to me like I ’ m an idiot ... "
joy,Back to fucking school again  
joy,"Aids test, done! Attempt to look insightful at an international service conference...successful! "
sadness, I'm so sorry to disturb you so early . 
anger,Town 's fans are angry at losing the club 's leading scorer . 
sadness,"She didn't want to get sad now , not now after it had been so good . "
sadness,:( my travelocity gnome got knocked off his winter shelf...unrepairable 
sadness,@rhoadswisdom I thought the hashtag was &quot;Christmas Vacation&quot; and I was hoping a funny photo of Clark Griswold 
fear,"When a solider sticks his head up the wall more than once and gets it blown to pieces every time,Dont expect him to do it anytime soon "
joy,Spending my Saturday working extended holiday hours. Nothin' like rich/rude Christmas shoppers to put you in the spirit of the season. 
sadness,When I argue with my mother about the way she treats her two children differently.
joy,When I had passed MCE examinations.
joy,don't let comparison steal your 
joy, Very nice . Thank you for your time . 
joy,@TheBodyShopUK Ooh a nice winter walk with the dogs followed by a long hot soak in your Divine Calm Serenity Bath powder 
neutral, Of course . 
surprise," is just completely absurd! No internet, on campus, for 2 days. No one knows when it's coming back on.  %"
joy,in one's heart &amp; some laughter on one's lips is a sign that a person down deep has a pretty good grasp of #life.~Sidey  #smile &amp; #LLAFF
neutral,Hello ? 
sadness, I just broke up with a girl . Why didn't she understand that I loved her ? 
sadness,They don't have Poland springs water in the airport 
sadness,I look like a track star crack head w/ shorts on n walgreens. lol
sadness,TWITTER DOESN'T WORK  ON MY PC SO CAN OLNY USE IT A LITTLE. Please dontunfollow! 
fear,"Adjacent to the King, I no human being."
joy,"What is your focus today? comes when it is #Jesus first, others second...then you ~Kay Arthur"
fear, I think someone is stalking me . 
surprise,"Mae, lagot k! Haha! RT @ednadechavez919 @reamaedayap @CJcel  asan na yung MO?wait nmin kahapon pa..heheheh #ATAT LANG"
neutral,I can't believe Mr . Fro didn't buy it . Who does that guy think he is anyway ? Bill Gates ? 
anger,This tea fucking sucks. Where the fuck is my coffee cup? #caffeinewithdrawl
surprise,thought I'd be sick of databases (well coding certainly got old fast) but seeing the other students' ideas have made it enjoyable! 
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me."
joy,working my first double today... #gonnabealongday
sadness,Last day as an official  student #keeplearning
joy,Gonna cuddle and go to sleep for a couple hours. 
joy,"Hearing that I had been successful in getting a position whereby my financial, physical, spiritual and emotional needs will be well catered for. This position fulfils a lot of my aims for the last five years of my life."
fear,&quot;True courage is not the absence of fear - but the willingness to proceed in spite of it&quot; ~unknown   
anger,"I stay calm,never act outta "
fear,Je viens de renouveller des domaines jusqu'après la fin du monde. Ils entreront dans la postérité dans le nouveau monde. 
surprise,I love finding hidden pockets in my jackets (: 
surprise,"Ne grosse US-Airline ist pleite (American, Chapter 11, ähnlich unserer Insolvenz). News at 11. #not"
fear,@kc_concepcion I wanna try all the adventure experience in forever and a day movie..haha..mabuhay p kaya ako?haha of height
sadness,I would ROFL right now by my chair has arms so I can't fall off it. 
surprise,"Back of cop car, and I'm not in trouble "
sadness,Changed my twitter name because @_faithcheers said people might find out were in love ;( 
joy,Tree lighting + Bieber mania (he'll be there) + president and his motorcade criss crossing around the city = Unprecedented MADNESS 
neutral, It's brown . 
joy,"@BrandonMundy its not even a start, not slept yet so its just a carry on from last night! "
joy,"@TheBodyShopUK I find in spending time with my little tabby cat. I look after, feed and provide shelter for her so I am her parent :)."
fear,I was walking on the pavement when a white car rolled on it and directed towards me. I was quite near the house wall when it rolled by and hit me.
sadness,Gah nooo I need a ds light charger asap :( the battery is dying man there goes my educational fun 
joy,@CharPRN Sounds like a wonderful call &amp; you were important to her ~ hence the fact she had to talk you at that late hour! is Legit:D
sadness, The Redskin ’ s quarterback just threw a touchdown pass for seven points . We ’ re losing again . 
fear,Too many of us are not living our dreams because we are living our fears ~ Les Brown     #fact
neutral, Yes . 
surprise,"His last illness was the most violent , and his doctors were astounded that he survived it . "
anger,"The reporter , whose English was stilted and hesitant , tried to get an answer from a miffed Atherton who refused saying he had already answered the same question ."
anger,This act of selfless good nature earned her a fine of one hundred francs and caused a riot in the Latin Quarter when enraged fans besieged the Prefecture of Police . 
disgust,I hope for America that the American Music Awards don't really represent American &quot;music&quot;  #fuckthiscrap #artslaughter
joy,"Obscura, de app van @lafilledo is awesome. Zowel @LadyElena als ik stonden daardoor al op de homepage van La fille d'O.  "
anger,A new gas connection was to be installed and the mechanic who came to do it was very rude to my mother and me.  I rushed to thhe dealer with my mother and had a fight with the dealer as he seemed to be unreasonable and was taking the mechanic's side.  Ultimately the matter was resolved after my father went and spoke to him.  The mechanic was asked to apologize.
fear,@johnnorlin  tells us that we've sacrificed more than others. tells us it's time 2 worry about the future. &#xA;&#xA;Luke 9:3
neutral, Why not ? 
joy,It's my first holiday season sans retail!!! 
surprise,Yep .. een  ! En ook een keer een 'Beuk Airplane'. Toch maakte het mij altijd trots. 
anger,"Busking or playing musical instruments in the Underground , to the annoyance of other passengers , is an offence "
disgust,Ur hair is soo greasy dude shower 
fear,"Can't go to bed .. I keep looking at the window hoping that my car won't be robbed& , #vacation"
